index,delta_RHR
2024-08-25 13:00:00,-1.9848361857190042
2024-08-26 06:00:00,-4.293482019052341
2024-08-26 07:00:00,-4.54473201905234
2024-08-26 08:00:00,-4.77514868571901
2024-08-26 09:00:00,-4.800148685719009
2024-08-26 13:00:00,-4.656554935719008
2024-08-26 14:00:00,-4.502648685719009
2024-08-26 17:00:00,-4.463898685719009
2024-08-26 18:00:00,-4.280883979836652
2024-08-26 19:00:00,-3.8153570190523425
2024-08-26 20:00:00,-3.179434400004723
2024-08-26 22:00:00,-3.0780058285761527
2024-08-26 23:00:00,-3.1835140703343896
2024-08-27 00:00:00,-3.0787424357190076
2024-08-27 01:00:00,-3.123825156307241
2024-08-27 02:00:00,-3.1978867809571057
2024-08-27 03:00:00,-3.111619273954304
2024-08-27 04:00:00,-2.5831789887493173
2024-08-27 05:00:00,-2.121619273954302
2024-08-27 06:00:00,-2.043569738350584
2024-08-27 07:00:00,-2.37003504935538
2024-08-27 10:00:00,-2.5593878161537873
2024-08-27 11:00:00,-2.391398685719004
2024-08-28 04:00:00,-2.4545236857190105
2024-08-29 03:00:00,-2.066259796830117
2024-08-29 04:00:00,-2.0707042412745693
2024-08-29 06:00:00,-2.078898685719004
2024-08-29 07:00:00,-2.0416070190523357
